order_id,order_date,customer_name,customer_segment,region,sales_rep,product_category,units,unit_price,discount_pct,order_amount,payment_terms,status,delivery_days
MER-103147,2026-09-24,Customer 4981,Mid-Market,South,Rahul Nair,Bearings & Drives,25,4097.13,8,94233.99,Net 30,Returned,16
MER-100308,2026-08-13,Customer 2083,Enterprise,North,Meera Iyer,Hand Tools,25,994.98,8,22884.54,Prepaid,Delivered,14
MER-102852,2026-07-13,Customer 4964,SMB,West,Anita Rao,Pneumatics,2,6202.25,0,20110.85,Net 60,Delivered,16
MER-100055,2026-09-27,Customer 2343,SMB,West,Anita Rao,Lubricants,1,1394.45,5,1803.30,Net 30,DELIVERED,4
MER-102503,2026-08-19,Customer 1780,Mid-Market,South,Anita Rao,Power Tools,5,6773.65,8,45326.72,Net 60,Delivered,4
MER-102640,2026-09-26,Customer 4149,Enterprise,North,Rahul Nair,Safety Equipment,25,1569.19,8,36091.37,Prepaid,Delivered,2
MER-100646,2026-09-10,Customer 3269,SMB,North,Rahul Nair,Pneumatics,3,5771.99,0,17315.97,Net 30,Delivered,8
MER-100758,2026-07-11,Customer 1301,SMB,South,Rahul Nair,Lubricants,1,1274.60,0,,Net 60,Delivered,20
MER-102372,2026-09-13,Customer 1762,SMB,North,Karan Bhatia,Lubricants,1,1507.09,0,1507.09,Net 30,Delivered,10
MER-102863,2026-08-22,Customer 2822,Mid-Market,West,Rahul Nair,Electricals,5,3136.81,0,15684.05,Net 30,Delivered,17
MER-103583,2026-07-21,Customer 2715,Small Business,South,Vikram Shah,Lubricants,1,1513.25,0,1513.25,Prepaid,DELIVERED,17
MER-102100,2026-07-13,Customer 4560,Mid-Market,North,Sneha Kulkarni,Power Tools,2,7662.76,8,14099.48,Net 60,delivered,13
MER-101444,2026-08-27,Customer 4920,Enterprise,North ,Rahul Nair,Lubricants,5,1285.14,8,5911.64,Net 30,CANCELLED,
MER-103034,2026-09-17,Customer 4173,SMB, North,Karan Bhatia,Power Tools,1,7337.20,0,7337.20,Net 30,Pending,
MER-103912,2026-09-28,Customer 3939,Mid-Market,West,Arjun Desai,Pneumatics,5,5308.88,10,23889.96,Prepaid,Delivered,19
MER-100924,2026-08-17,Customer 1279,Enterprise,East,Rahul Nair,Fasteners,10,304.05,15,2584.42,Net 30,Delivered,5
MER-102653,2026-07-10,Customer 2255,Mid-Market,South ,Rahul Nair,Power Tools,10,7605.27,8,69968.48,Net 30,Delivered,8
MER-103661,2026-07-13,Customer 4969,Mid-Market,West,Vikram Shah,Fasteners,2,283.97,5,539.54,Net 30,Delivered,11
MER-103183,2026-07-22,Customer 2907,Mid-Market,South,Meera Iyer,Lubricants,25,1597.76,0,39944.00,Prepaid,Pending,
MER-100971,2026-07-12,Customer 4618,SMB,North,Sneha Kulkarni,Hand Tools,1,983.53,0,983.53,Net 30,delivered,9
MER-100570,2026-09-23,Customer 3803,SMB,South,Vikram Shah,Fasteners,1,375.04,0,375.04,Prepaid,Delivered,18
MER-102041,2026-07-26,Customer 2986,SMB,East,Rahul Nair,Safety Equipment,2,2009.59,0,4019.18,Prepaid,delivered,20
MER-101017,2026-08-09,Customer 3248,Mid-Market,North,Anita Rao,Bearings & Drives,5,4955.09,0,24775.45,Net 60,delivered,20
MER-101653,2026-09-13,Customer 1619,SMB,South,Arjun Desai,Safety Equipment,3,2034.31,5,5797.78,Net 30,Delivered,4
MER-101649,2026-09-17,Customer 2965,Mid-Market,East,Arjun Desai,Lubricants,2,1438.31,0,2876.62,Net 60,Pending,
MER-101102,2026-09-08,Customer 3989,SMB,South,Rahul Nair,Lubricants,1,1264.98,0,1264.98,Net 60,delivered,3
MER-101753,2026-07-28,Customer 3837,Enterprise,East,Meera Iyer,Pneumatics,10,5663.30,10,50969.70,Net 60,Delivered,19
MER-101398,2026-08-08,Customer 2855,Mid-Market,South,Anita Rao,Hand Tools,5,896.10,8,5803.97,Prepaid,Pending,
MER-103003,2026-07-04,Customer 2867,Mid-Market,North,Arjun Desai,Fasteners,5,295.79,0,1478.95,Prepaid,Cancelled,
MER-102701,2026-09-17,Customer 3507,SMB,South,Karan Bhatia,Hand Tools,1,848.79,0,848.79,Prepaid,Pending,
MER-102131,2026-08-10,Customer 2221,Mid-Market,South,Karan Bhatia,Safety Equipment,2,2059.08,5,3912.25,Net 60,Returned,21
MER-100689,2026-08-15,Customer 4747,Mid-Market,North,Arjun Desai,Safety Equipment,10,2016.15,0,20161.50,Prepaid,Delivered,5
MER-103107,2026-08-31,Customer 1927,SMB,South,Rahul Nair,Power Tools,2,8771.23,0,,Prepaid,delivered,5
MER-103906,2026-09-27,Customer 4523,SMB, South,Rahul Nair,Electricals,1,3441.61,0,3441.61,Prepaid,Pending,
MER-102249,2026-08-10,Customer 1828,SMB,North,Priya Menon,Fasteners,2,345.25,5,655.98,Net 30,Returned,14
MER-103323,2026-08-09,Customer 4241,Mid-Market,North,Rahul Nair,Safety Equipment,5,1784.10,0,8920.50,Prepaid,pending,
MER-100514,2026-07-26,Customer 1893,Mid-Market,South,Karan Bhatia,Power Tools,5,7790.32,0,38951.60,Net 30,Delivered,5
MER-103999,2026-07-29,Customer 1127,SMB,West,Arjun Desai,Fasteners,2,354.23,0,708.46,Net 30,Delivered,2
MER-102534,2026-08-12,Customer 4602,SMB,East,Priya Menon,Hand Tools,1,1084.40,0,1084.40,Net 60,delivered,6
MER-102441,2026-07-28,Customer 2699,SMB,North,Meera Iyer,Fasteners,2,280.74,0,561.48,Net 60,Delivered,9
MER-102886,2026-07-11,Customer 1705,Mid-Market, West,Karan Bhatia,Bearings & Drives,5,4226.16,0,21130.80,Net 30,delivered,16
MER-100091,2026-09-17,Customer 4461,SMB,West,Karan Bhatia,Electricals,2,2796.23,0,5592.46,Net 30,Delivered,13
MER-103269,2026-09-28,Customer 1995,Enterprise,West,Karan Bhatia,Power Tools,5,7743.63,5,36782.24,Net 30,Delivered,3
MER-100423,2026-09-27,Customer 4603,Enterprise,West,Vikram Shah,Pneumatics,10,4656.58,5,89665.68,Net 30,Delivered,13
MER-100667,2026-08-09,Customer 1786,Mid-Market,West,Rahul Nair,Hand Tools,5,846.22,0,4231.10,Net 30,Delivered,20
MER-102680,2026-08-21,Customer 3830,Mid-Market,North,Priya Menon,Fasteners,5,300.50,8,1382.30,Net 60,delivered,9
MER-103180,2026-08-13,Customer 2990,Enterprise,South,Sneha Kulkarni,Fasteners,10,341.53,0,3415.30,Prepaid,delivered,10
MER-102866,2026-08-15,Customer 1761,Mid-Market,South,Karan Bhatia,Electricals,10,3315.38,5,31496.11,Net 60,delivered,20
MER-103417,2026-09-11,Customer 1020,SMB, North,Meera Iyer,Safety Equipment,1,2053.07,0,2053.07,Net 30,Delivered,17
MER-101590,2026-09-27,Customer 3194,Mid-Market,East,Karan Bhatia,Lubricants,2,1527.96,0,3055.92,Net 30,Pending,
MER-103304,2026-09-08,Customer 3819,Mid-Market,North,Arjun Desai,Lubricants,2,1512.03,10,2721.65,Prepaid,Delivered,7
MER-101044,2026-09-09,Customer 4214,SMB, West,Arjun Desai,Fasteners,3,273.51,0,820.53,Net 30,Delivered,8
MER-101441,2026-07-25,Customer 3756,SMB,South,Vikram Shah,Power Tools,2,7129.67,5,13546.37,Net 60,Delivered,18
MER-102862,2026-07-30,Customer 4578,SMB,South,Priya Menon,Power Tools,1,8713.65,0,8713.65,Prepaid,Delivered,10
MER-102602,2026-07-28,Customer 2771,Enterprise,West,Meera Iyer,Pneumatics,25,5441.02,15,115621.68,Prepaid,DELIVERED,21
MER-103584,2026-08-23,Customer 2169,Enterprise,West,Anita Rao,Hand Tools,5,896.32,10,13486.55,Net 60,delivered,7
MER-103636,2026-09-30,Customer 2526,Mid-Market,North ,Sneha Kulkarni,Hand Tools,2,1101.69,8,2027.11,Net 30,Delivered,18
MER-102796,2026-07-29,Customer 2761,Enterprise,North,Arjun Desai,Fasteners,50,355.92,15,15126.60,Net 60,Delivered,19
MER-102075,2026-07-29,Customer 4877,Enterprise,West,Priya Menon,Pneumatics,50,5383.12,5,255698.20,Net 60,Delivered,16
MER-100146,2026-09-19,Customer 3348,Enterprise,West,Karan Bhatia,Hand Tools,10,1002.11,12,15399.20,Prepaid,delivered,6
MER-100864,2026-09-09,Customer 2532,Mid-Market,South,Arjun Desai,Electricals,5,3342.33,8,15374.72,Net 60,Cancelled,
MER-103144,2026-09-07,Customer 1281,Enterprise,North,Rahul Nair,Hand Tools,100,1052.99,8,96875.08,Net 30,cancelled,
MER-103614,2026-09-18,Customer 1455,SMB,North,Anita Rao,Electricals,3,3232.29,5,9212.03,Prepaid,Delivered,5
MER-100004,2026-08-26,Customer 4832,Mid-Market,North,Rahul Nair,Lubricants,2,1371.63,8,2523.80,Net 30,delivered,8
MER-100663,2026-07-18,Customer 2085,Enterprise,South,Arjun Desai,Safety Equipment,5,1969.15,5,9353.46,Net 60,Delivered,5
MER-103327,2026-08-17,Customer 3916,SMB,West,Meera Iyer,Fasteners,3,352.36,5,1004.23,Net 30,Delivered,3
MER-101182,2026-07-01,Customer 1824,Small Business,East,Rahul Nair,Pneumatics,1,6205.49,0,6205.49,Prepaid,Delivered,10
MER-102979,2026-07-31,Customer 3329,SMB,East,Karan Bhatia,Electricals,1,3367.18,5,3198.82,Prepaid,Delivered,19
MER-103084,2026-09-21,Customer 4950,SMB,West,Rahul Nair,Fasteners,1,299.74,0,299.74,Net 30,Delivered,2
MER-101679,2026-07-03,Customer 3322,SMB,East,Sneha Kulkarni,Hand Tools,1,917.55,0,917.55,Net 30,Delivered,11
MER-101392,2026-09-05,Customer 1446,SMB,North,Meera Iyer,Safety Equipment,3,1542.34,0,4627.02,Net 30,Delivered,7
MER-103250,2026-07-11,Customer 3452,SMB,South,Sneha Kulkarni,Lubricants,1,1480.01,0,1480.01,Net 30,Delivered,3
MER-100292,2026-09-23,Customer 4319,SMB,West,Vikram Shah,Hand Tools,3,1090.15,0,3270.45,Net 60,Delivered,14
MER-102825,2026-08-07,Customer 3575,SMB,West,Arjun Desai,Bearings & Drives,1,3710.22,0,3710.22,Net 30,Delivered,19
MER-101965,2026-07-21,Customer 2429,Small Business,West,Arjun Desai,Fasteners,1,295.90,0,295.90,Net 60,Delivered,16
MER-100025,2026-09-24,Customer 1110,SMB,South,Rahul Nair,Electricals,1,3628.85,0,3628.85,Net 60,Delivered,2
MER-101178,2026-08-02,Customer 2311,Enterprise,North,Vikram Shah,Lubricants,5,1357.43,0,6787.15,Prepaid,DELIVERED,15
MER-101313,2026-08-27,Customer 1923,SMB,West,Arjun Desai,Electricals,2,3453.60,0,6907.20,Net 60,Delivered,5
MER-103021,2026-09-06,Customer 2103,Enterprise,East,Sneha Kulkarni,Hand Tools,10,939.17,12,8264.70,Net 30,Delivered,2
MER-102310,2026-09-25,Customer 2558,SMB,South,Meera Iyer,Hand Tools,3,945.76,0,2837.28,Net 60,Delivered,3
MER-101263,2026-09-01,Customer 3590,Enterprise,West,Arjun Desai,Power Tools,100,6895.64,15,586129.40,Net 60,Delivered,12
MER-102302,2026-08-02,Customer 2933,Small Business,East,Anita Rao,Safety Equipment,2,1910.56,0,3821.12,Net 30,Returned,15
MER-102180,2026-08-27,Customer 3058,Mid-Market,South,Anita Rao,Power Tools,2,7191.51,8,22915.30,Net 60,Delivered,6
MER-103064,2026-08-13,Customer 4623,SMB,North,Vikram Shah,Power Tools,2,7263.84,0,14527.68,Net 30,delivered,9
MER-100370,2026-09-17,Customer 1263,SMB,South,Arjun Desai,Hand Tools,1,981.78,0,981.78,Net 30,Delivered,7
MER-103794,2026-09-25,Customer 4410,Enterprise, North,Anita Rao,Lubricants,25,1353.37,8,31127.51,Prepaid,delivered,21
MER-100543,2026-08-24,Customer 3171,Mid-Market,West,Vikram Shah,Pneumatics,2,5840.40,5,11096.76,Prepaid,PENDING,
MER-101534,2026-09-06,Customer 2769,Mid-Market,North,Meera Iyer,Electricals,10,2654.47,8,24421.12,Net 30,DELIVERED,8
MER-101620,2026-09-23,Customer 3217,Enterprise,North,Karan Bhatia,Electricals,50,2771.98,0,138599.00,Net 30,delivered,17
MER-101219,2026-07-23,Customer 2435,Enterprise,South,Arjun Desai,Pneumatics,25,6107.00,10,137407.50,Net 60,delivered,13
MER-102589,2026-07-09,Customer 3477,SMB,West,Sneha Kulkarni,Safety Equipment,2,1728.63,0,3457.26,Prepaid,Delivered,12
MER-102720,2026-07-20,Customer 4918,Enterprise,East,Sneha Kulkarni,Pneumatics,25,5128.72,15,108985.30,Net 30,DELIVERED,10
MER-100908,2026-09-20,Customer 2814,Enterprise,North,Priya Menon,Hand Tools,10,1010.41,0,10104.10,Net 60,Delivered,17
MER-100322,2026-09-13,Customer 2680,SMB,West,Sneha Kulkarni,Bearings & Drives,2,4517.92,0,9035.84,Net 30,Returned,16
