order_id,order_date,customer_name,customer_segment,region,sales_rep,product_category,units,unit_price,discount_pct,order_value,payment_terms,status,delivery_days
MER-103147,2026-09-24,Customer 4981,Mid-Market,South,Rahul Nair,Bearings & Drives,25,4097.13,8,94233.99,Net 30,Returned,16
MER-100308,2026-08-13,Customer 2083,Enterprise,North,Meera Iyer,Hand Tools,25,994.98,8,22884.54,Prepaid,Delivered,14
MER-102852,2026-07-13,Customer 4964,SMB,West,Anita Rao,Pneumatics,2,6202.25,0,20110.85,Net 60,Delivered,16
MER-100055,2026-09-27,Customer 2343,SMB,West,Anita Rao,Lubricants,1,1394.45,5,1803.30,Net 30,DELIVERED,4
MER-102503,2026-08-19,Customer 1780,Mid-Market,South,Anita Rao,Power Tools,5,6773.65,8,45326.72,Net 60,Delivered,4
MER-102640,2026-09-26,Customer 4149,Enterprise,North,Rahul Nair,Safety Equipment,25,1569.19,8,36091.37,Prepaid,Delivered,2
MER-100646,2026-09-10,Customer 3269,SMB,North,Rahul Nair,Pneumatics,3,5771.99,0,17315.97,Net 30,Delivered,8
MER-100758,2026-07-11,Customer 1301,SMB,South,Rahul Nair,Lubricants,1,1274.60,0,,Net 60,Delivered,20
MER-102372,2026-09-13,Customer 1762,SMB,North,Karan Bhatia,Lubricants,1,1507.09,0,1507.09,Net 30,Delivered,10
MER-102863,2026-08-22,Customer 2822,Mid-Market,West,Rahul Nair,Electricals,5,3136.81,0,15684.05,Net 30,Delivered,17
MER-103583,2026-07-21,Customer 2715,Small Business,South,Vikram Shah,Lubricants,1,1513.25,0,1513.25,Prepaid,DELIVERED,17
MER-102100,2026-07-13,Customer 4560,Mid-Market,North,Sneha Kulkarni,Power Tools,2,7662.76,8,14099.48,Net 60,delivered,13
MER-101444,2026-08-27,Customer 4920,Enterprise,North ,Rahul Nair,Lubricants,5,1285.14,8,5911.64,Net 30,CANCELLED,
MER-103034,2026-09-17,Customer 4173,SMB, North,Karan Bhatia,Power Tools,1,7337.20,0,7337.20,Net 30,Pending,
MER-103912,2026-09-28,Customer 3939,Mid-Market,West,Arjun Desai,Pneumatics,5,5308.88,10,23889.96,Prepaid,Delivered,19
MER-100924,2026-08-17,Customer 1279,Enterprise,East,Rahul Nair,Fasteners,10,304.05,15,2584.42,Net 30,Delivered,5
MER-102653,2026-07-10,Customer 2255,Mid-Market,South ,Rahul Nair,Power Tools,10,7605.27,8,69968.48,Net 30,Delivered,8
MER-103661,2026-07-13,Customer 4969,Mid-Market,West,Vikram Shah,Fasteners,2,283.97,5,539.54,Net 30,Delivered,11
MER-103183,2026-07-22,Customer 2907,Mid-Market,South,Meera Iyer,Lubricants,25,1597.76,0,39944.00,Prepaid,Pending,
MER-100971,2026-07-12,Customer 4618,SMB,North,Sneha Kulkarni,Hand Tools,1,983.53,0,983.53,Net 30,delivered,9
MER-100570,2026-09-23,Customer 3803,SMB,South,Vikram Shah,Fasteners,1,375.04,0,375.04,Prepaid,Delivered,18
MER-102041,2026-07-26,Customer 2986,SMB,East,Rahul Nair,Safety Equipment,2,2009.59,0,4019.18,Prepaid,delivered,20
MER-101017,2026-08-09,Customer 3248,Mid-Market,North,Anita Rao,Bearings & Drives,5,4955.09,0,24775.45,Net 60,delivered,20
MER-101653,2026-09-13,Customer 1619,SMB,South,Arjun Desai,Safety Equipment,3,2034.31,5,5797.78,Net 30,Delivered,4
MER-101649,2026-09-17,Customer 2965,Mid-Market,East,Arjun Desai,Lubricants,2,1438.31,0,2876.62,Net 60,Pending,
MER-101102,2026-09-08,Customer 3989,SMB,South,Rahul Nair,Lubricants,1,1264.98,0,1264.98,Net 60,delivered,3
MER-101753,2026-07-28,Customer 3837,Enterprise,East,Meera Iyer,Pneumatics,10,5663.30,10,50969.70,Net 60,Delivered,19
MER-101398,2026-08-08,Customer 2855,Mid-Market,South,Anita Rao,Hand Tools,5,896.10,8,5803.97,Prepaid,Pending,
MER-103003,2026-07-04,Customer 2867,Mid-Market,North,Arjun Desai,Fasteners,5,295.79,0,1478.95,Prepaid,Cancelled,
MER-102701,2026-09-17,Customer 3507,SMB,South,Karan Bhatia,Hand Tools,1,848.79,0,848.79,Prepaid,Pending,
MER-102131,2026-08-10,Customer 2221,Mid-Market,South,Karan Bhatia,Safety Equipment,2,2059.08,5,3912.25,Net 60,Returned,21
MER-100689,2026-08-15,Customer 4747,Mid-Market,North,Arjun Desai,Safety Equipment,10,2016.15,0,20161.50,Prepaid,Delivered,5
MER-103107,2026-08-31,Customer 1927,SMB,South,Rahul Nair,Power Tools,2,8771.23,0,,Prepaid,delivered,5
MER-103906,2026-09-27,Customer 4523,SMB, South,Rahul Nair,Electricals,1,3441.61,0,3441.61,Prepaid,Pending,
MER-102249,2026-08-10,Customer 1828,SMB,North,Priya Menon,Fasteners,2,345.25,5,655.98,Net 30,Returned,14
MER-103323,2026-08-09,Customer 4241,Mid-Market,North,Rahul Nair,Safety Equipment,5,1784.10,0,8920.50,Prepaid,pending,
MER-100514,2026-07-26,Customer 1893,Mid-Market,South,Karan Bhatia,Power Tools,5,7790.32,0,38951.60,Net 30,Delivered,5
MER-103999,2026-07-29,Customer 1127,SMB,West,Arjun Desai,Fasteners,2,354.23,0,708.46,Net 30,Delivered,2
MER-102534,2026-08-12,Customer 4602,SMB,East,Priya Menon,Hand Tools,1,1084.40,0,1084.40,Net 60,delivered,6
MER-102441,2026-07-28,Customer 2699,SMB,North,Meera Iyer,Fasteners,2,280.74,0,561.48,Net 60,Delivered,9
MER-102886,2026-07-11,Customer 1705,Mid-Market, West,Karan Bhatia,Bearings & Drives,5,4226.16,0,21130.80,Net 30,delivered,16
MER-100091,2026-09-17,Customer 4461,SMB,West,Karan Bhatia,Electricals,2,2796.23,0,5592.46,Net 30,Delivered,13
MER-103269,2026-09-28,Customer 1995,Enterprise,West,Karan Bhatia,Power Tools,5,7743.63,5,36782.24,Net 30,Delivered,3
MER-100423,2026-09-27,Customer 4603,Enterprise,West,Vikram Shah,Pneumatics,10,4656.58,5,89665.68,Net 30,Delivered,13
MER-100667,2026-08-09,Customer 1786,Mid-Market,West,Rahul Nair,Hand Tools,5,846.22,0,4231.10,Net 30,Delivered,20
MER-102680,2026-08-21,Customer 3830,Mid-Market,North,Priya Menon,Fasteners,5,300.50,8,1382.30,Net 60,delivered,9
MER-103180,2026-08-13,Customer 2990,Enterprise,South,Sneha Kulkarni,Fasteners,10,341.53,0,3415.30,Prepaid,delivered,10
MER-102866,2026-08-15,Customer 1761,Mid-Market,South,Karan Bhatia,Electricals,10,3315.38,5,31496.11,Net 60,delivered,20
MER-103417,2026-09-11,Customer 1020,SMB, North,Meera Iyer,Safety Equipment,1,2053.07,0,2053.07,Net 30,Delivered,17
MER-101590,2026-09-27,Customer 3194,Mid-Market,East,Karan Bhatia,Lubricants,2,1527.96,0,3055.92,Net 30,Pending,
MER-103304,2026-09-08,Customer 3819,Mid-Market,North,Arjun Desai,Lubricants,2,1512.03,10,2721.65,Prepaid,Delivered,7
MER-101044,2026-09-09,Customer 4214,SMB, West,Arjun Desai,Fasteners,3,273.51,0,820.53,Net 30,Delivered,8
MER-101441,2026-07-25,Customer 3756,SMB,South,Vikram Shah,Power Tools,2,7129.67,5,13546.37,Net 60,Delivered,18
MER-102862,2026-07-30,Customer 4578,SMB,South,Priya Menon,Power Tools,1,8713.65,0,8713.65,Prepaid,Delivered,10
MER-102602,2026-07-28,Customer 2771,Enterprise,West,Meera Iyer,Pneumatics,25,5441.02,15,115621.68,Prepaid,DELIVERED,21
MER-103584,2026-08-23,Customer 2169,Enterprise,West,Anita Rao,Hand Tools,5,896.32,10,13486.55,Net 60,delivered,7
MER-103636,2026-09-30,Customer 2526,Mid-Market,North ,Sneha Kulkarni,Hand Tools,2,1101.69,8,2027.11,Net 30,Delivered,18
MER-102796,2026-07-29,Customer 2761,Enterprise,North,Arjun Desai,Fasteners,50,355.92,15,15126.60,Net 60,Delivered,19
MER-102075,2026-07-29,Customer 4877,Enterprise,West,Priya Menon,Pneumatics,50,5383.12,5,255698.20,Net 60,Delivered,16
MER-100146,2026-09-19,Customer 3348,Enterprise,West,Karan Bhatia,Hand Tools,10,1002.11,12,15399.20,Prepaid,delivered,6
MER-100864,2026-09-09,Customer 2532,Mid-Market,South,Arjun Desai,Electricals,5,3342.33,8,15374.72,Net 60,Cancelled,
MER-103144,2026-09-07,Customer 1281,Enterprise,North,Rahul Nair,Hand Tools,100,1052.99,8,96875.08,Net 30,cancelled,
MER-103614,2026-09-18,Customer 1455,SMB,North,Anita Rao,Electricals,3,3232.29,5,9212.03,Prepaid,Delivered,5
MER-100004,2026-08-26,Customer 4832,Mid-Market,North,Rahul Nair,Lubricants,2,1371.63,8,2523.80,Net 30,delivered,8
MER-100663,2026-07-18,Customer 2085,Enterprise,South,Arjun Desai,Safety Equipment,5,1969.15,5,9353.46,Net 60,Delivered,5
MER-103327,2026-08-17,Customer 3916,SMB,West,Meera Iyer,Fasteners,3,352.36,5,1004.23,Net 30,Delivered,3
MER-101182,2026-07-01,Customer 1824,Small Business,East,Rahul Nair,Pneumatics,1,6205.49,0,6205.49,Prepaid,Delivered,10
MER-102979,2026-07-31,Customer 3329,SMB,East,Karan Bhatia,Electricals,1,3367.18,5,3198.82,Prepaid,Delivered,19
MER-103084,2026-09-21,Customer 4950,SMB,West,Rahul Nair,Fasteners,1,299.74,0,299.74,Net 30,Delivered,2
MER-101679,2026-07-03,Customer 3322,SMB,East,Sneha Kulkarni,Hand Tools,1,917.55,0,917.55,Net 30,Delivered,11
MER-101392,2026-09-05,Customer 1446,SMB,North,Meera Iyer,Safety Equipment,3,1542.34,0,4627.02,Net 30,Delivered,7
MER-103250,2026-07-11,Customer 3452,SMB,South,Sneha Kulkarni,Lubricants,1,1480.01,0,1480.01,Net 30,Delivered,3
MER-100292,2026-09-23,Customer 4319,SMB,West,Vikram Shah,Hand Tools,3,1090.15,0,3270.45,Net 60,Delivered,14
MER-102825,2026-08-07,Customer 3575,SMB,West,Arjun Desai,Bearings & Drives,1,3710.22,0,3710.22,Net 30,Delivered,19
MER-101965,2026-07-21,Customer 2429,Small Business,West,Arjun Desai,Fasteners,1,295.90,0,295.90,Net 60,Delivered,16
MER-100025,2026-09-24,Customer 1110,SMB,South,Rahul Nair,Electricals,1,3628.85,0,3628.85,Net 60,Delivered,2
MER-101178,2026-08-02,Customer 2311,Enterprise,North,Vikram Shah,Lubricants,5,1357.43,0,6787.15,Prepaid,DELIVERED,15
MER-101313,2026-08-27,Customer 1923,SMB,West,Arjun Desai,Electricals,2,3453.60,0,6907.20,Net 60,Delivered,5
MER-103021,2026-09-06,Customer 2103,Enterprise,East,Sneha Kulkarni,Hand Tools,10,939.17,12,8264.70,Net 30,Delivered,2
MER-102310,2026-09-25,Customer 2558,SMB,South,Meera Iyer,Hand Tools,3,945.76,0,2837.28,Net 60,Delivered,3
MER-101263,2026-09-01,Customer 3590,Enterprise,West,Arjun Desai,Power Tools,100,6895.64,15,586129.40,Net 60,Delivered,12
MER-102302,2026-08-02,Customer 2933,Small Business,East,Anita Rao,Safety Equipment,2,1910.56,0,3821.12,Net 30,Returned,15
MER-102180,2026-08-27,Customer 3058,Mid-Market,South,Anita Rao,Power Tools,2,7191.51,8,22915.30,Net 60,Delivered,6
MER-103064,2026-08-13,Customer 4623,SMB,North,Vikram Shah,Power Tools,2,7263.84,0,14527.68,Net 30,delivered,9
MER-100370,2026-09-17,Customer 1263,SMB,South,Arjun Desai,Hand Tools,1,981.78,0,981.78,Net 30,Delivered,7
MER-103794,2026-09-25,Customer 4410,Enterprise, North,Anita Rao,Lubricants,25,1353.37,8,31127.51,Prepaid,delivered,21
MER-100543,2026-08-24,Customer 3171,Mid-Market,West,Vikram Shah,Pneumatics,2,5840.40,5,11096.76,Prepaid,PENDING,
MER-101534,2026-09-06,Customer 2769,Mid-Market,North,Meera Iyer,Electricals,10,2654.47,8,24421.12,Net 30,DELIVERED,8
MER-101620,2026-09-23,Customer 3217,Enterprise,North,Karan Bhatia,Electricals,50,2771.98,0,138599.00,Net 30,delivered,17
MER-101219,2026-07-23,Customer 2435,Enterprise,South,Arjun Desai,Pneumatics,25,6107.00,10,137407.50,Net 60,delivered,13
MER-102589,2026-07-09,Customer 3477,SMB,West,Sneha Kulkarni,Safety Equipment,2,1728.63,0,3457.26,Prepaid,Delivered,12
MER-102720,2026-07-20,Customer 4918,Enterprise,East,Sneha Kulkarni,Pneumatics,25,5128.72,15,108985.30,Net 30,DELIVERED,10
MER-100908,2026-09-20,Customer 2814,Enterprise,North,Priya Menon,Hand Tools,10,1010.41,0,10104.10,Net 60,Delivered,17
MER-100322,2026-09-13,Customer 2680,SMB,West,Sneha Kulkarni,Bearings & Drives,2,4517.92,0,9035.84,Net 30,Returned,16
MER-103882,2026-08-27,Customer 4872,Small Business,West,Karan Bhatia,Pneumatics,3,4927.66,0,14782.98,Net 30,cancelled,
MER-101180,2026-07-26,Customer 2065,SMB,West,Rahul Nair,Fasteners,2,299.52,5,569.09,Net 30,delivered,6
MER-103632,2026-08-31,Customer 3861,Mid-Market,South,Sneha Kulkarni,Pneumatics,5,6229.87,10,28034.42,Net 30,Delivered,15
MER-100988,2026-09-15,Customer 4463,Small Business,West,Rahul Nair,Pneumatics,1,6266.17,0,6266.17,Net 60,cancelled,
MER-103219,2026-07-16,Customer 3948,SMB,North,Sneha Kulkarni,Pneumatics,3,5608.87,5,15985.28,Net 30,delivered,15
MER-103539,2026-08-18,Customer 3987,Mid-Market,West,Sneha Kulkarni,Pneumatics,25,5124.78,0,128119.50,Net 30,Pending,
MER-100559,2026-08-06,Customer 2300,SMB,South,Karan Bhatia,Bearings & Drives,2,3618.16,0,7236.32,Net 30,Delivered,10
MER-100694,2026-07-04,Customer 2307,SMB,West,Karan Bhatia,Bearings & Drives,1,3880.56,0,3880.56,Net 30,Pending,
MER-100743,2026-08-19,Customer 4037,SMB,East,Rahul Nair,Lubricants,5,1446.98,5,6873.15,Net 30,Delivered,2
MER-100969,2026-07-19,Customer 4267,Mid-Market,South,Priya Menon,Fasteners,25,284.42,5,6754.97,Net 30,Delivered,15
MER-102105,2026-07-24,Customer 2261,Enterprise,South,Priya Menon,Electricals,25,2914.81,0,72870.25,Prepaid,delivered,16
MER-101386,2026-08-12,Customer 4892,Mid-Market,West,Karan Bhatia,Electricals,10,3014.16,10,27127.44,Net 60,Delivered,8
MER-102721,2026-09-20,Customer 2569,SMB,South,Meera Iyer,Hand Tools,3,910.23,0,2730.69,Net 30,Delivered,5
MER-102382,2026-09-22,Customer 4102,SMB,North ,Meera Iyer,Hand Tools,1,898.82,0,898.82,Net 30,Delivered,5
MER-102494,2026-08-13,Customer 4834,SMB,South,Karan Bhatia,Fasteners,1,289.18,0,289.18,Prepaid,Delivered,21
MER-101800,2026-08-24,Customer 1744,Small Business,East,Meera Iyer,Safety Equipment,5,2025.95,0,10129.75,Net 60,DELIVERED,11
MER-100290,2026-07-24,Customer 4652,SMB,North,Priya Menon,Safety Equipment,1,1943.51,0,1943.51,Net 30,delivered,4
MER-103355,2026-09-28,Customer 2910,Mid-Market,East,Vikram Shah,Hand Tools,10,1061.10,0,10611.00,Prepaid,Delivered,19
MER-100795,2026-07-25,Customer 4065,SMB,West,Meera Iyer,Safety Equipment,1,1993.14,5,1893.48,Net 30,delivered,17
MER-102312,2026-07-22,Customer 1858,Enterprise,West,Meera Iyer,Electricals,25,3036.52,5,72117.35,Net 30,delivered,17
MER-101779,2026-09-26,Customer 3221,Mid-Market,South,Rahul Nair,Power Tools,10,8484.92,8,78061.26,Net 60,Delivered,2
MER-103847,2026-07-14,Customer 1317,Enterprise,North,Meera Iyer,Power Tools,25,7993.09,8,183841.07,Prepaid,Delivered,2
MER-102424,2026-08-01,Customer 4724,Mid-Market,North,Sneha Kulkarni,Fasteners,5,319.49,10,1437.71,Prepaid,Returned,16
MER-100374,2026-08-03,Customer 2363,Enterprise,West,Vikram Shah,Pneumatics,25,5627.07,5,133642.91,Net 60,Delivered,3
MER-103398,2026-09-19,Customer 3175,SMB,West,Sneha Kulkarni,Electricals,1,2966.35,5,2818.03,Net 30,Delivered,4
MER-101644,2026-08-10,Customer 4062,Mid-Market,North,Sneha Kulkarni,Electricals,2,3165.31,0,6330.62,Net 30,Delivered,7
MER-100429,2026-07-23,Customer 2346,SMB,North,Karan Bhatia,Power Tools,1,6727.17,0,6727.17,Net 30,Delivered,20
MER-101014,2026-08-15,Customer 1610,Mid-Market,South,Arjun Desai,Bearings & Drives,2,4588.90,0,9177.80,Net 30,Delivered,17
MER-100498,2026-08-03,Customer 3046,SMB,South,Arjun Desai,Pneumatics,1,4883.28,0,4883.28,Net 60,Delivered,12
MER-100058,2026-08-28,Customer 3206,Small Business,South,Vikram Shah,Hand Tools,2,1119.76,0,2239.52,Net 30,DELIVERED,16
MER-103761,2026-08-06,Customer 1027,Enterprise,South,Sneha Kulkarni,Pneumatics,25,6305.12,8,145017.76,Prepaid,returned,12
MER-102949,2026-07-08,Customer 1568,SMB,West,Priya Menon,Power Tools,1,7081.47,5,6727.40,Prepaid,delivered,3
MER-103291,2026-08-17,Customer 1034,Mid-Market,West,Meera Iyer,Hand Tools,10,877.57,10,7898.13,Prepaid,delivered,9
MER-101494,2026-08-10,Customer 1324,SMB,West,Arjun Desai,Safety Equipment,2,2037.80,0,4075.60,Net 30,Delivered,6
MER-102681,2026-07-18,Customer 2339,SMB,North,Karan Bhatia,Safety Equipment,2,1757.66,0,3515.32,Net 30,Returned,9
MER-100679,2026-09-14,Customer 2241,SMB, South,Rahul Nair,Electricals,1,3223.33,5,3062.16,Prepaid,Delivered,12
MER-102965,2026-08-31,Customer 2620,SMB,West,Anita Rao,Lubricants,5,1657.50,0,,Prepaid,Returned,20
MER-102275,2026-07-08,Customer 4559,SMB,South,Meera Iyer,Pneumatics,1,4790.05,5,4550.55,Net 30,Delivered,16
MER-103391,2026-07-09,Customer 3036,Enterprise,North,Priya Menon,Fasteners,50,310.67,15,13203.48,Net 30,Delivered,14
MER-100173,2026-09-10,Customer 1901,Mid-Market,South,Rahul Nair,Electricals,5,2748.58,0,13742.90,Net 30,CANCELLED,
MER-101047,2026-09-22,Customer 2537,Mid-Market,South,Karan Bhatia,Power Tools,5,8020.87,10,36093.92,Prepaid,Delivered,10
MER-100196,2026-07-13,Customer 3423,Mid-Market,North,Rahul Nair,Power Tools,5,8622.57,0,43112.85,Net 30,Delivered,8
MER-102454,2026-09-28,Customer 3455,Mid-Market,North,Rahul Nair,Safety Equipment,10,1928.75,0,19287.50,Net 30,Returned,9
MER-102487,2026-07-05,Customer 1977,Enterprise,West,Sneha Kulkarni,Lubricants,10,1379.44,10,19921.79,Prepaid,Delivered,18
MER-100235,2026-09-14,Customer 3371,Mid-Market,South,Rahul Nair,Lubricants,2,1461.35,0,2922.70,Prepaid,delivered,15
MER-101601,2026-09-29,Customer 3031,SMB,West,Karan Bhatia,Bearings & Drives,1,4640.30,5,4408.28,Net 30,DELIVERED,7
MER-102330,2026-09-07,Customer 4598,SMB,West,Arjun Desai,Safety Equipment,3,1593.97,0,,Net 30,pending,
MER-103440,2026-07-17,Customer 2294,SMB,North,Vikram Shah,Pneumatics,2,4792.00,0,9584.00,Prepaid,delivered,12
MER-100421,2026-09-05,Customer 2430,SMB,West,Anita Rao,Safety Equipment,2,1824.71,0,3649.42,Prepaid,Delivered,15
MER-102026,2026-07-08,Customer 4461,Mid-Market,South,Sneha Kulkarni,Bearings & Drives,10,3854.16,0,38541.60,Net 30,Cancelled,
MER-102858,2026-09-10,Customer 1016,SMB,North,Priya Menon,Hand Tools,1,865.95,5,822.65,Prepaid,Delivered,3
MER-103553,2026-07-10,Customer 2484,SMB,North,Vikram Shah,Fasteners,1,348.87,0,348.87,Net 30,Delivered,12
MER-100932,2026-09-05,Customer 1320,SMB,South,Anita Rao,Hand Tools,2,933.07,5,2523.87,Net 60,delivered,11
MER-103005,2026-07-09,Customer 4344,SMB,East,Priya Menon,Electricals,1,2691.01,0,2691.01,Net 30,Delivered,19
MER-103188,2026-08-08,Customer 4395,SMB,South,Priya Menon,Electricals,1,3406.32,0,3406.32,Net 30,Delivered,13
MER-103245,2026-08-19,Customer 1724,Mid-Market,East,Priya Menon,Electricals,5,2878.23,0,14391.15,Prepaid,Pending,
MER-101913,2026-09-28,Customer 3132,Mid-Market,West,Rahul Nair,Electricals,10,3618.79,10,32569.11,Net 30,Delivered,6
MER-101413,2026-09-09,Customer 3189,SMB,East,Rahul Nair,Bearings & Drives,3,3976.14,0,11928.42,Net 30,pending,
MER-102484,2026-08-06,Customer 1944,Enterprise,West,Sneha Kulkarni,Power Tools,25,8296.74,8,321258.95,Net 30,delivered,9
MER-102365,2026-08-14,Customer 1414,Enterprise,East,Anita Rao,Hand Tools,5,1045.97,8,4811.46,Net 60,Delivered,18
MER-100767,2026-09-11,Customer 4362,SMB,East,Anita Rao,Power Tools,1,7953.06,0,10543.27,Prepaid,delivered,8
MER-100311,2026-08-03,Customer 1434,SMB,North,Arjun Desai,Safety Equipment,1,1566.35,0,1566.35,Net 30,DELIVERED,15
MER-103295,2026-07-21,Customer 1650,Mid-Market,South,Meera Iyer,Power Tools,5,6636.42,0,33182.10,Prepaid,Delivered,20
MER-102213,2026-07-03,Customer 2358,Enterprise,North,Rahul Nair,Lubricants,5,1393.11,8,6408.31,Net 30,Delivered,7
MER-103058,2026-08-29,Customer 2928,Enterprise, West,Rahul Nair,Safety Equipment,25,1555.83,5,82973.69,Prepaid,Pending,
MER-103179,2026-07-22,Customer 4477,Mid-Market,South,Meera Iyer,Hand Tools,10,941.19,10,8470.71,Net 30,Delivered,8
MER-101087,2026-07-18,Customer 2136,SMB,South,Rahul Nair,Power Tools,2,7017.09,0,14034.18,Prepaid,DELIVERED,18
MER-101616,2026-07-15,Customer 1056,SMB,North,Sneha Kulkarni,Electricals,5,3088.98,0,15444.90,Net 30,Delivered,11
MER-100451,2026-08-01,Customer 1939,Mid-Market,West,Arjun Desai,Lubricants,10,1244.21,8,11446.73,Net 30,Delivered,13
MER-101972,2026-09-17,Customer 1190,SMB,South,Karan Bhatia,Pneumatics,5,4653.33,0,23266.65,Net 30,Delivered,16
MER-101360,2026-07-29,Customer 1127,Mid-Market,West,Anita Rao,Power Tools,10,7964.62,5,75663.89,Prepaid,Delivered,18
MER-101249,2026-09-09,Customer 4568,Enterprise,South,Vikram Shah,Lubricants,10,1581.69,12,13918.87,Net 30,delivered,4
MER-100715,2026-08-12,Customer 1183,Mid-Market,East,Meera Iyer,Power Tools,10,7940.71,0,79407.10,Net 60,Delivered,18
MER-100869,2026-08-24,Customer 4271,Mid-Market,South,Vikram Shah,Electricals,10,2883.14,10,25948.26,Net 30,DELIVERED,15
MER-103203,2026-09-15,Customer 3559,Mid-Market,East ,Meera Iyer,Power Tools,10,8767.53,10,78907.77,Net 60,DELIVERED,6
MER-100354,2026-07-21,Customer 1522,SMB,East ,Sneha Kulkarni,Electricals,1,3538.72,0,3538.72,Net 60,Delivered,7
MER-103922,2026-08-04,Customer 1128,SMB,South,Priya Menon,Pneumatics,3,6247.37,0,18742.11,Net 30,Pending,
MER-102462,2026-09-22,Customer 2709,SMB,West,Sneha Kulkarni,Lubricants,1,1481.45,0,1481.45,Net 30,delivered,16
MER-101941,2026-07-12,Customer 1617,Enterprise,West,Priya Menon,Power Tools,50,7972.77,10,811488.73,Net 30,Delivered,21
MER-101260,2026-08-08,Customer 2008,Mid-Market,South,Rahul Nair,Fasteners,10,308.51,0,3085.10,Net 30,DELIVERED,14
MER-100203,2026-07-27,Customer 2337,Enterprise,West,Karan Bhatia,Fasteners,100,287.79,10,57186.89,Net 60,PENDING,
MER-102526,2026-08-24,Customer 1390,Enterprise,South,Rahul Nair,Fasteners,50,341.43,15,14510.77,Prepaid,Delivered,9
MER-102992,2026-08-27,Customer 4992,Mid-Market,West,Rahul Nair,Power Tools,5,8689.48,0,43447.40,Net 30,pending,
MER-102271,2026-08-12,Customer 4773,SMB,West,Karan Bhatia,Bearings & Drives,5,3661.94,0,18309.70,Net 30,Cancelled,
MER-102108,2026-08-08,Customer 2086,Enterprise, South,Karan Bhatia,Lubricants,25,1622.18,8,37310.14,Prepaid,Delivered,7
MER-103697,2026-09-16,Customer 1552,Small Business,North,Meera Iyer,Electricals,1,3043.39,0,3043.39,Net 60,PENDING,
MER-101057,2026-07-25,Customer 3881,Mid-Market,West,Priya Menon,Pneumatics,5,5361.71,5,25468.12,Net 30,Delivered,12
MER-102877,2026-08-17,Customer 4211,SMB,South,Meera Iyer,Electricals,1,3468.57,0,3468.57,Net 60,Delivered,17
MER-102215,2026-09-03,Customer 1431,Mid-Market,West,Priya Menon,Bearings & Drives,5,4240.65,8,19506.99,Net 30,pending,
MER-102423,2026-09-30,Customer 1390,SMB,South,Anita Rao,Power Tools,1,6881.11,0,6881.11,Net 60,Delivered,11
MER-100132,2026-07-16,Customer 1554,Mid-Market,North,Priya Menon,Safety Equipment,5,1651.98,10,7433.91,Prepaid,Delivered,7
MER-100712,2026-07-30,Customer 4260,SMB,West,Priya Menon,Electricals,2,3175.79,0,6351.58,Net 30,Delivered,13
MER-103806,2026-08-27,Customer 1348,SMB,East,Meera Iyer,Pneumatics,2,5491.28,0,10982.56,Net 30,PENDING,
MER-103416,2026-07-23,Customer 1818,SMB,West,Priya Menon,Power Tools,1,7498.05,0,7498.05,Net 30,PENDING,
MER-103640,2026-08-22,Customer 2842,Mid-Market,West,Priya Menon,Hand Tools,10,837.96,0,8379.60,Net 60,Delivered,20
MER-103517,2026-09-14,Customer 4242,Mid-Market,South,Meera Iyer,Power Tools,2,8363.73,0,16727.46,Prepaid,Delivered,20
MER-102422,2026-08-12,Customer 3657,SMB,South,Priya Menon,Bearings & Drives,1,4717.65,0,4717.65,Prepaid,Cancelled,
MER-101725,2026-09-01,Customer 1704,SMB,West,Anita Rao,Lubricants,1,1474.77,0,2625.07,Net 30,Delivered,19
MER-103181,2026-08-18,Customer 1250,Mid-Market,West,Sneha Kulkarni,Power Tools,10,8501.15,0,85011.50,Net 30,delivered,3
MER-102563,2026-09-17,Customer 1170,Enterprise,South,Sneha Kulkarni,Safety Equipment,50,1659.98,10,74699.10,Net 60,Delivered,7
MER-101769,2026-09-19,Customer 2197,Enterprise,West,Anita Rao,Power Tools,5,7169.16,10,57158.86,Net 30,Delivered,9
MER-102049,2026-09-05,Customer 2130,Mid-Market,East,Priya Menon,Safety Equipment,2,1587.79,0,3175.58,Prepaid,Delivered,8
MER-101574,2026-08-08,Customer 2802,SMB,West,Arjun Desai,Safety Equipment,1,1594.32,5,1514.60,Net 60,DELIVERED,6
MER-100900,2026-08-13,Customer 2952,Mid-Market,West,Meera Iyer,Bearings & Drives,2,3879.92,10,6983.86,Prepaid,Delivered,19
MER-100598,2026-09-10,Customer 4421,Mid-Market,North,Karan Bhatia,Lubricants,5,1499.79,5,7124.00,Net 30,Delivered,19
MER-103953,2026-09-21,Customer 3959,Mid-Market,North,Rahul Nair,Safety Equipment,25,1694.94,8,38983.62,Net 30,Delivered,19
MER-101192,2026-08-05,Customer 3332,Mid-Market,East,Rahul Nair,Lubricants,10,1462.48,8,13454.82,Net 60,Delivered,17
MER-101011,2026-08-21,Customer 3340,Small Business,North,Vikram Shah,Pneumatics,2,4849.17,5,9213.42,Net 30,Delivered,6
MER-100372,2026-08-31,Customer 3656,Enterprise,East,Priya Menon,Electricals,25,2863.84,5,68016.20,Prepaid,Delivered,7
MER-103066,2026-09-18,Customer 2300,Mid-Market,West,Sneha Kulkarni,Fasteners,5,292.90,0,1464.50,Net 30,delivered,6
MER-102068,2026-08-14,Customer 4301,Enterprise,South,Karan Bhatia,Electricals,25,3629.86,10,81671.85,Net 60,Delivered,3
